ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
7,/DefendTheArtifact/Data/DinoWaveData_Tier1,/Script/Engine.BlueprintGeneratedClass,Hard,5971,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier2,/Script/Engine.Blueprint,Hard,7703,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier2,/Script/Engine.BlueprintGeneratedClass,Hard,7703,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier3,/Script/Engine.Blueprint,Hard,9032,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier3,/Script/Engine.BlueprintGeneratedClass,Hard,9032,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier4,/Script/Engine.Blueprint,Hard,6632,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier4,/Script/Engine.BlueprintGeneratedClass,Hard,6632,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier5,/Script/Engine.Blueprint,Hard,8384,None
7,/DefendTheArtifact/Data/DinoWaveData_Tier5,/Script/Engine.BlueprintGeneratedClass,Hard,8384,None
7,/DefendTheArtifact/Data/DinoWaveEntry,/Script/CoreUObject.UserDefinedStruct,Hard,1351,None
7,/DefendTheArtifact/Data/DinoWaveObjective,/Script/CoreUObject.UserDefinedStruct,Hard,1447,None
7,/DefendTheArtifact/Data/DinoWaveScript,/Script/Engine.Blueprint,Hard,16130,None
7,/DefendTheArtifact/Data/DinoWaveScript,/Script/Engine.BlueprintGeneratedClass,Hard,16130,None
7,/DefendTheArtifact/Data/DinoWaveSingleEntry,/Script/CoreUObject.UserDefinedStruct,Hard,1486,None
7,/DefendTheArtifact/Data/MapArtifactData,/Script/CoreUObject.UserDefinedStruct,Hard,1358,None
7,/DefendTheArtifact/Data/MissionSaveState,/Script/CoreUObject.UserDefinedStruct,Hard,2018,None
0,/DefendTheArtifact/DefendTheArtifact,/Script/Engine.World,Soft: Unknown reference chain. Soft From Unassigned Package?,5417,None
7,/DefendTheArtifact/DefendTheArtifact_GameState,/Script/Engine.Blueprint,Hard,4596,None
7,/DefendTheArtifact/DefendTheArtifact_GameState,/Script/Engine.BlueprintGeneratedClass,Hard,4596,None
7,/DefendTheArtifact/DefendTheArtifact_PlayerController,/Script/Engine.Blueprint,Hard,24904,None
7,/DefendTheArtifact/DefendTheArtifact_PlayerController,/Script/Engine.BlueprintGeneratedClass,Hard,24904,None
7,/DefendTheArtifact/DefendTheArtifact_TestGameMode,/Script/Engine.Blueprint,Hard,14501,None
7,/DefendTheArtifact/DefendTheArtifact_TestGameMode,/Script/Engine.BlueprintGeneratedClass,Hard,14501,None
0,/DefendTheArtifact/Dino/Artifact_Allo_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,22889,None
0,/DefendTheArtifact/Dino/Artifact_Allo_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,22889,None
7,/DefendTheArtifact/Dino/Artifact_Carcha_Character_BP,/Script/Engine.Blueprint,Hard,22189,None
7,/DefendTheArtifact/Dino/Artifact_Carcha_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,22189,None
0,/DefendTheArtifact/Dino/Artifact_Carno_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,18150,None
0,/DefendTheArtifact/Dino/Artifact_Carno_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,18150,None
7,/DefendTheArtifact/Dino/Artifact_Deinosuchus_Character_BP,/Script/Engine.Blueprint,Hard,27842,None
7,/DefendTheArtifact/Dino/Artifact_Deinosuchus_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,27842,None
7,/DefendTheArtifact/Dino/Artifact_Dilo_Character_BP,/Script/Engine.Blueprint,Hard,18640,None
7,/DefendTheArtifact/Dino/Artifact_Dilo_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,18640,None
7,/DefendTheArtifact/Dino/Artifact_Dimorph_Character_BP,/Script/Engine.Blueprint,Hard,13371,None
7,/DefendTheArtifact/Dino/Artifact_Dimorph_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,13371,None
7,/DefendTheArtifact/Dino/Artifact_Direbear_Character_BP,/Script/Engine.Blueprint,Hard,20511,None
7,/DefendTheArtifact/Dino/Artifact_Direbear_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,20511,None
7,/DefendTheArtifact/Dino/Artifact_Direwolf_Character_BP,/Script/Engine.Blueprint,Hard,20519,None
7,/DefendTheArtifact/Dino/Artifact_Direwolf_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,20519,None
7,/DefendTheArtifact/Dino/Artifact_Dreadnoughtus_Character_BP,/Script/Engine.Blueprint,Hard,27601,None
7,/DefendTheArtifact/Dino/Artifact_Dreadnoughtus_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,27601,None
7,/DefendTheArtifact/Dino/Artifact_Fasola_Character_BP,/Script/Engine.Blueprint,Hard,31867,None
7,/DefendTheArtifact/Dino/Artifact_Fasola_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,31867,None
7,/DefendTheArtifact/Dino/Artifact_Gigant_Character_BP,/Script/Engine.Blueprint,Hard,23760,None
7,/DefendTheArtifact/Dino/Artifact_Gigant_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,23760,None
7,/DefendTheArtifact/Dino/Artifact_Gorilla_Character_BP_Easy,/Script/Engine.Blueprint,Hard,21813,None
7,/DefendTheArtifact/Dino/Artifact_Gorilla_Character_BP_Easy,/Script/Engine.BlueprintGeneratedClass,Hard,21813,None
7,/DefendTheArtifact/Dino/Artifact_Mammoth_Character_BP,/Script/Engine.Blueprint,Hard,30809,None
7,/DefendTheArtifact/Dino/Artifact_Mammoth_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,30809,None
7,/DefendTheArtifact/Dino/Artifact_Mantis_Character_BP,/Script/Engine.Blueprint,Hard,16863,None
7,/DefendTheArtifact/Dino/Artifact_Mantis_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,16863,None
7,/DefendTheArtifact/Dino/Artifact_MegaRaptor_Character_BP,/Script/Engine.Blueprint,Hard,23526,None
7,/DefendTheArtifact/Dino/Artifact_MegaRaptor_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,23526,None
7,/DefendTheArtifact/Dino/Artifact_MegaRex_Character_BP,/Script/Engine.Blueprint,Hard,17940,None
7,/DefendTheArtifact/Dino/Artifact_MegaRex_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,17940,None
0,/DefendTheArtifact/Dino/Artifact_Ptero_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,21324,None
0,/DefendTheArtifact/Dino/Artifact_Ptero_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,21324,None
7,/DefendTheArtifact/Dino/Artifact_Raptor_Character_BP,/Script/Engine.Blueprint,Hard,23245,None
7,/DefendTheArtifact/Dino/Artifact_Raptor_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,23245,None
7,/DefendTheArtifact/Dino/Artifact_Rex_Character_BP,/Script/Engine.Blueprint,Hard,20151,None
7,/DefendTheArtifact/Dino/Artifact_Rex_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,20151,None
7,/DefendTheArtifact/Dino/Artifact_Rhino_Character_BP,/Script/Engine.Blueprint,Hard,14964,None
7,/DefendTheArtifact/Dino/Artifact_Rhino_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,14964,None
0,/DefendTheArtifact/Dino/Artifact_RockGolem_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,21756,None
0,/DefendTheArtifact/Dino/Artifact_RockGolem_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,21756,None
7,/DefendTheArtifact/Dino/Artifact_Saber_Character_BP,/Script/Engine.Blueprint,Hard,15363,None
7,/DefendTheArtifact/Dino/Artifact_Saber_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,15363,None
0,/DefendTheArtifact/Dino/Artifact_Scorpion_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,8230,None
0,/DefendTheArtifact/Dino/Artifact_Scorpion_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,8230,None
7,/DefendTheArtifact/Dino/Artifact_SpiderL_Character_BP_Easy,/Script/Engine.Blueprint,Hard,27330,None
7,/DefendTheArtifact/Dino/Artifact_SpiderL_Character_BP_Easy,/Script/Engine.BlueprintGeneratedClass,Hard,27330,None
7,/DefendTheArtifact/Dino/Artifact_SpiderS_Character_BP,/Script/Engine.Blueprint,Hard,26833,None
7,/DefendTheArtifact/Dino/Artifact_SpiderS_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,26833,None
7,/DefendTheArtifact/Dino/Artifact_Terrorbird_Character_BP,/Script/Engine.Blueprint,Hard,14940,None
7,/DefendTheArtifact/Dino/Artifact_Terrorbird_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,14940,None
7,/DefendTheArtifact/Dino/Artifact_Thyla_Character_BP,/Script/Engine.Blueprint,Hard,25540,None
7,/DefendTheArtifact/Dino/Artifact_Thyla_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,25540,None
0,/DefendTheArtifact/Dino/Artifact_Titanosaur_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,21575,None
0,/DefendTheArtifact/Dino/Artifact_Titanosaur_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,21575,None
7,/DefendTheArtifact/Dino/Artifact_Trike_Character_BP,/Script/Engine.Blueprint,Hard,18356,None
7,/DefendTheArtifact/Dino/Artifact_Trike_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,18356,None
7,/DefendTheArtifact/Dino/Artifact_Velonasaur_Character_BP,/Script/Engine.Blueprint,Hard,33498,None
7,/DefendTheArtifact/Dino/Artifact_Velonasaur_Character_BP,/Script/Engine.BlueprintGeneratedClass,Hard,33498,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Fire,/Script/Engine.Blueprint,Hard,26912,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Fire,/Script/Engine.BlueprintGeneratedClass,Hard,26912,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Lightning,/Script/Engine.Blueprint,Hard,28250,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Lightning,/Script/Engine.BlueprintGeneratedClass,Hard,28250,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Poison,/Script/Engine.Blueprint,Hard,30746,None
7,/DefendTheArtifact/Dino/Artifact_Wyvern_Character_BP_Poison,/Script/Engine.BlueprintGeneratedClass,Hard,30746,None
0,/DefendTheArtifact/Dino/Artifact_Yeti_Character_BP,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,18390,None
0,/DefendTheArtifact/Dino/Artifact_Yeti_Character_BP,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,18390,None
7,/DefendTheArtifact/Dino/BP_ArtifactDinoLogicComponent,/Script/Engine.Blueprint,Hard,6954,None
7,/DefendTheArtifact/Dino/BP_ArtifactDinoLogicComponent,/Script/Engine.BlueprintGeneratedClass,Hard,6954,None
7,/DefendTheArtifact/Dino/Dino_AIController_BP_Artifact,/Script/Engine.Blueprint,Hard,5897,None
7,/DefendTheArtifact/Dino/Dino_AIController_BP_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,5897,None
7,/DefendTheArtifact/Dino/Dino_AIController_BP_Artifact_Flyer,/Script/Engine.Blueprint,Hard,5605,None
7,/DefendTheArtifact/Dino/Dino_AIController_BP_Artifact_Flyer,/Script/Engine.BlueprintGeneratedClass,Hard,5605,None
7,/DefendTheArtifact/Dino/DinoAttack_BT_ArtifactDino,/Script/AIModule.BehaviorTree,Hard,23637,None
7,/DefendTheArtifact/Dino/DinoAttackStateMinions_Broodmother_Artifact,/Script/Engine.Blueprint,Hard,2451,None
7,/DefendTheArtifact/Dino/DinoAttackStateMinions_Broodmother_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,2451,None
0,/DefendTheArtifact/Dino/DinoAttackStateMinionsGorilla_Artifact,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,2773,None
0,/DefendTheArtifact/Dino/DinoAttackStateMinionsGorilla_Artifact,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,2773,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Carcha_Metal,/Script/Engine.Blueprint,Hard,5354,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Carcha_Metal,/Script/Engine.BlueprintGeneratedClass,Hard,5354,None
7,/DefendTheArtifact/Dino/DmgType_Melee_CarchaDefault_Metal,/Script/Engine.Blueprint,Hard,7947,None
7,/DefendTheArtifact/Dino/DmgType_Melee_CarchaDefault_Metal,/Script/Engine.BlueprintGeneratedClass,Hard,7947,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Carnivore_Large_Fasola_Artifact,/Script/Engine.Blueprint,Hard,6509,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Carnivore_Large_Fasola_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,6509,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Carnivore_Rex_Metal,/Script/Engine.Blueprint,Hard,4577,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Carnivore_Rex_Metal,/Script/Engine.BlueprintGeneratedClass,Hard,4577,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Herbivore_Large_Dread_Artifact,/Script/Engine.Blueprint,Hard,2041,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Herbivore_Large_Dread_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,2041,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Herbivore_Large_Dread_Tail_Artifact,/Script/Engine.Blueprint,Hard,1963,None
7,/DefendTheArtifact/Dino/DmgType_Melee_Dino_Herbivore_Large_Dread_Tail_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1963,None
7,/DefendTheArtifact/Dino/DmgType_Melee_DmgMetal_ArtifactDino,/Script/Engine.Blueprint,Hard,3057,None
7,/DefendTheArtifact/Dino/DmgType_Melee_DmgMetal_ArtifactDino,/Script/Engine.BlueprintGeneratedClass,Hard,3057,None
7,/DefendTheArtifact/Dino/DmgType_Melee_DmgMetal_HitRider_ArtifactDino,/Script/Engine.Blueprint,Hard,1778,None
7,/DefendTheArtifact/Dino/DmgType_Melee_DmgMetal_HitRider_ArtifactDino,/Script/Engine.BlueprintGeneratedClass,Hard,1778,None
7,/DefendTheArtifact/Dino/DmgType_Melee_SpiderBoss_Artifact,/Script/Engine.Blueprint,Hard,3058,None
7,/DefendTheArtifact/Dino/DmgType_Melee_SpiderBoss_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,3058,None
7,/DefendTheArtifact/Dino/DmgType_Melee_TorpPoison_Small_Webbed_Artifact,/Script/Engine.Blueprint,Hard,7265,None
7,/DefendTheArtifact/Dino/DmgType_Melee_TorpPoison_Small_Webbed_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,7265,None
0,/DefendTheArtifact/Helper/ArrayHelper,/Script/Engine.Blueprint,Soft: Unknown reference chain. Soft From Unassigned Package?,6767,None
0,/DefendTheArtifact/Helper/ArrayHelper,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,6767,None
7,/DefendTheArtifact/Helper/DateTimeHelpers,/Script/Engine.Blueprint,Hard,5916,None
7,/DefendTheArtifact/Helper/DateTimeHelpers,/Script/Engine.BlueprintGeneratedClass,Hard,5916,None
7,/DefendTheArtifact/Helper/GenericHelpers,/Script/Engine.Blueprint,Hard,8857,None
7,/DefendTheArtifact/Helper/GenericHelpers,/Script/Engine.BlueprintGeneratedClass,Hard,8857,None
7,/DefendTheArtifact/Mission/MissionType_ArtifactDinoHorde_Base,/Script/Engine.Blueprint,Hard,81763,None
7,/DefendTheArtifact/Mission/MissionType_ArtifactDinoHorde_Base,/Script/Engine.BlueprintGeneratedClass,Hard,81763,None
7,/DefendTheArtifact/ModDataAsset_DefendTheArtifact,/Script/ShooterGame.ModDataAsset,Hard,7346,None
7,/DefendTheArtifact/PrimalGameData_BP_DefendTheArtifact,/Script/Engine.Blueprint,Hard,169996,None
7,/DefendTheArtifact/PrimalGameData_BP_DefendTheArtifact,/Script/Engine.BlueprintGeneratedClass,Hard,169996,None
7,/DefendTheArtifact/ShooterHudBp_DefendTheArtifact,/Script/Engine.Blueprint,Hard,8620,None
7,/DefendTheArtifact/ShooterHudBp_DefendTheArtifact,/Script/Engine.BlueprintGeneratedClass,Hard,8620,None
7,/DefendTheArtifact/Shop/Item/Buff_SetMaxImprint,/Script/Engine.Blueprint,Hard,6857,None
7,/DefendTheArtifact/Shop/Item/Buff_SetMaxImprint,/Script/Engine.BlueprintGeneratedClass,Hard,6857,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl1_Artifact,/Script/Engine.Blueprint,Hard,12405,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl1_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,12405,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl2_Artifact,/Script/Engine.Blueprint,Hard,13311,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl2_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,13311,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl3_Artifact,/Script/Engine.Blueprint,Hard,10072,None
7,/DefendTheArtifact/Shop/Item/LootItemSets_LootCrate_Lvl3_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,10072,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_ImprintCookie,/Script/Engine.Blueprint,Hard,4036,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_ImprintCookie,/Script/Engine.BlueprintGeneratedClass,Hard,4036,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl1_Artifact,/Script/Engine.Blueprint,Hard,2435,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl1_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,2435,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl2_Artifact,/Script/Engine.Blueprint,Hard,2435,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl2_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,2435,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl3_Artifact,/Script/Engine.Blueprint,Hard,2435,None
7,/DefendTheArtifact/Shop/Item/PrimalItemConsumable_Lootcrate_lvl3_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,2435,None
7,/DefendTheArtifact/Shop/TradeOption_AdvancedRifleAmmo,/Script/Engine.Blueprint,Hard,1886,None
7,/DefendTheArtifact/Shop/TradeOption_AdvancedRifleAmmo,/Script/Engine.BlueprintGeneratedClass,Hard,1886,None
7,/DefendTheArtifact/Shop/TradeOption_AdvancedSniperAmmo,/Script/Engine.Blueprint,Hard,1892,None
7,/DefendTheArtifact/Shop/TradeOption_AdvancedSniperAmmo,/Script/Engine.BlueprintGeneratedClass,Hard,1892,None
7,/DefendTheArtifact/Shop/TradeOption_BrothOfEnlightenment,/Script/Engine.Blueprint,Hard,1896,None
7,/DefendTheArtifact/Shop/TradeOption_BrothOfEnlightenment,/Script/Engine.BlueprintGeneratedClass,Hard,1896,None
7,/DefendTheArtifact/Shop/TradeOption_Element_Artifact,/Script/Engine.Blueprint,Hard,1654,None
7,/DefendTheArtifact/Shop/TradeOption_Element_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1654,None
7,/DefendTheArtifact/Shop/TradeOption_ImprintCookie,/Script/Engine.Blueprint,Hard,1858,None
7,/DefendTheArtifact/Shop/TradeOption_ImprintCookie,/Script/Engine.BlueprintGeneratedClass,Hard,1858,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Large,/Script/Engine.Blueprint,Hard,1832,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Large,/Script/Engine.BlueprintGeneratedClass,Hard,1832,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Medium,/Script/Engine.Blueprint,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Medium,/Script/Engine.BlueprintGeneratedClass,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Small,/Script/Engine.Blueprint,Hard,1832,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Small,/Script/Engine.BlueprintGeneratedClass,Hard,1832,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Special,/Script/Engine.Blueprint,Hard,1844,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_Special,/Script/Engine.BlueprintGeneratedClass,Hard,1844,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_XLarge,/Script/Engine.Blueprint,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_XLarge,/Script/Engine.BlueprintGeneratedClass,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_XSmall,/Script/Engine.Blueprint,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_Kibble_XSmall,/Script/Engine.BlueprintGeneratedClass,Hard,1838,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl1_Artifact,/Script/Engine.Blueprint,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl1_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl2_Artifact,/Script/Engine.Blueprint,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl2_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl3_Artifact,/Script/Engine.Blueprint,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_LootCraft_lvl3_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1918,None
7,/DefendTheArtifact/Shop/TradeOption_Medbrew,/Script/Engine.Blueprint,Hard,1846,None
7,/DefendTheArtifact/Shop/TradeOption_Medbrew,/Script/Engine.BlueprintGeneratedClass,Hard,1846,None
7,/DefendTheArtifact/Shop/TradeOption_MindWipe,/Script/Engine.Blueprint,Hard,1860,None
7,/DefendTheArtifact/Shop/TradeOption_MindWipe,/Script/Engine.BlueprintGeneratedClass,Hard,1860,None
7,/DefendTheArtifact/Shop/TradeOption_ShotgunAmmo_Artifact,/Script/Engine.Blueprint,Hard,1898,None
7,/DefendTheArtifact/Shop/TradeOption_ShotgunAmmo_Artifact,/Script/Engine.BlueprintGeneratedClass,Hard,1898,None
7,/DefendTheArtifact/Shop/TradeOption_TranqDart,/Script/Engine.Blueprint,Hard,1834,None
7,/DefendTheArtifact/Shop/TradeOption_TranqDart,/Script/Engine.BlueprintGeneratedClass,Hard,1834,None
7,/DefendTheArtifact/Shop/TradeOption_VegCake,/Script/Engine.Blueprint,Hard,1860,None
7,/DefendTheArtifact/Shop/TradeOption_VegCake,/Script/Engine.BlueprintGeneratedClass,Hard,1860,None
7,/DefendTheArtifact/SkillTree/BP_ProgressionTreeGraph_CaptureTheArtifact,/Script/Engine.Blueprint,Hard,5364,None
7,/DefendTheArtifact/SkillTree/BP_ProgressionTreeGraph_CaptureTheArtifact,/Script/Engine.BlueprintGeneratedClass,Hard,5364,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank1,/Script/Engine.Blueprint,Hard,7464,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,7464,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank2,/Script/Engine.Blueprint,Hard,4954,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4954,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank3,/Script/Engine.Blueprint,Hard,4954,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_AlphaDinos_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4954,None
